"Case#","DATE OF OCCURRENCE","BLOCK","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","WARD","X COORDINATE","Y COORDINATE","LATITUDE","LONGITUDE","OBJECT TYPE"
"JD459582","12/11/2020 16:00","078XX S SEELEY AVE","DECEPTIVE PRACTICE","AGGRAVATED FINANCIAL IDENTITY THEFT","RESIDENCE","N","N","611","18","1164055","1852723","41.75149145","-87.67438942","P"
"JD460512","12/02/2020 10:53","017XX S STATE ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","OTHER (SPECIFY)","N","N","131","3","1176607","1891853","41.85859482","-87.62721443","P"
"JE228677","04/16/2021 12:00:00 AM","012XX W ARTHUR AVE","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","2432","49","1166943","1943465","42.00043352","-87.66120225","P"
"JE223972","5/08/2021 18:49","067XX S STATE ST","CRIMINAL DAMAGE","TO PROPERTY","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","322","6","1177440","1860323","41.77205493","-87.62511067","P"
"JE223720","5/08/2021 14:53","006XX W 63RD ST","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","CTA BUS","N","N","723","20","1172629","1863100","41.7797827","-87.64266449","P"
"JE225507","5/08/2021 21:30","022XX N MILWAUKEE AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1431","1","1158133","1914486","41.92109872","-87.69440732","P"
"JE224172","5/08/2021 2:00","010XX W 14TH PL","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","1232","11","1169791","1893234","41.86253549","-87.65219317","P"
"JE223126","5/07/2021 23:45","046XX W ERIE ST","THEFT","OVER $500","RESIDENCE","N","Y","1111","28","1145250","1903911","41.89233343","-87.7420107","P"
"JE229070","03/22/2021 09:00:00 AM","024XX W 19TH ST","THEFT","$500 AND UNDER","STREET","N","N","1023","28","1160525","1890676","41.85571278","-87.68627823","P"
"JE224046","5/08/2021 20:13","049XX W MONTANA ST","BATTERY","SIMPLE","RESIDENCE","N","Y","2521","31","1143022","1915852","41.92514268","-87.74989502","P"
"JE228509","5/07/2021 12:35","008XX N PULASKI RD","DECEPTIVE PRACTICE","FORGERY","CURRENCY EXCHANGE","N","N","1112","37","1149574","1905214","41.89582612","-87.72609645","P"
"JE228852","04/28/2021 08:00:00 AM","034XX S INDIANA AVE","OTHER OFFENSE","OTHER CRIME INVOLVING PROPERTY","NURSING / RETIREMENT HOME","N","N","211","3","1178163","1882297","41.83233723","-87.62179358","P"
"JE223937","5/08/2021 17:43","127XX S MORGAN ST","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","523","34","1171994","1820139","41.6619055","-87.64624949","P"
"JE225337","5/08/2021 19:10","029XX N WESTERN AVE","THEFT","FROM BUILDING","APARTMENT","N","N","1432","32","1159856","1919275","41.93420466","-87.68794417","P"
"JE223939","5/08/2021 8:00","028XX W FULTON ST","THEFT","$500 AND UNDER","NURSING / RETIREMENT HOME","N","Y","1222","27","1157508","1901884","41.88653051","-87.69704717","P"
"JE224805","5/08/2021 9:00","072XX S JEFFERY BLVD","BURGLARY","FORCIBLE ENTRY","APARTMENT","N","N","333","5","1190802","1857152","41.76304107","-87.5762327","P"
"JE223978","5/08/2021 18:45","076XX S CICERO AVE","THEFT","FROM BUILDING","MOVIE HOUSE / THEATER","N","N","833","18","1145727","1853720","41.75459296","-87.74152854","P"
"JE223867","5/08/2021 14:56","042XX W NORTH AVE","THEFT","$500 AND UNDER","SMALL RETAIL STORE","N","N","2534","26","1147784","1910295","41.90980349","-87.73254009","P"
"JE223686","5/08/2021 6:30","061XX S COTTAGE GROVE AVE","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","313","20","1182617","1864574","41.78360152","-87.60600176","P"
"JE242688","05/24/2021 11:00:00 PM","046XX N SACRAMENTO AVE","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","N","N","1713","33","1155548","1930451","41.96496024","-87.70347421","P"
"JE229558","4/07/2021 19:00","055XX S HYDE PARK BLVD","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","","N","N","235","5","0","0","","","P"
"JE223961","5/08/2021 15:00","005XX N AVERS AVE","THEFT","$500 AND UNDER","STREET","N","N","1122","37","1150625","1903392","41.89080589","-87.72228398","P"
"JE224174","5/08/2021 23:05","057XX N SHERIDAN RD","ASSAULT","SIMPLE","RESIDENCE - GARAGE","N","N","2022","48","1168598","1938218","41.98599984","-87.65526673","P"
"JE241339","05/24/2021 12:27:00 AM","010XX W BRYN MAWR AVE","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","N","N","2022","48","1168062","1937365","41.98367081","-87.65726287","P"
"JE225024","5/08/2021 23:30","001XX N MASON AVE","ROBBERY","AGGRAVATED","RESIDENCE","N","N","1512","29","1136749","1900447","41.88298428","-87.77331482","P"
"JE223511","5/08/2021 6:10","064XX S DR MARTIN LUTHER KING JR DR","BATTERY","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT","APARTMENT","N","Y","312","20","1180029","1862344","41.77754186","-87.61555843","P"
"JE223719","5/08/2021 13:50","038XX W AINSLIE ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","1712","39","1149691","1932281","41.97009802","-87.72496131","P"
"JE223376","5/08/2021 1:00","037XX S VINCENNES AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","212","4","1180863","1880137","41.82634823","-87.61195357","P"
"JE223166","5/08/2021 0:29","013XX S PULASKI RD","CRIMINAL DAMAGE","TO VEHICLE","VACANT LOT / LAND","N","N","1011","24","1149928","1893530","41.86375705","-87.72510039","P"
"JE224530","5/08/2021 23:30","0000X W 112TH ST","BATTERY","SIMPLE","RESIDENCE","N","N","522","34","1177852","1830700","41.69075636","-87.62449468","P"
"JE223358","5/08/2021 8:35","017XX E 67TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","332","5","1189123","1860905","41.77338","-87.58226632","P"
"JE223591","5/08/2021 12:30","084XX W KENNEDY EXPY OB","CRIMINAL DAMAGE","TO VEHICLE","HIGHWAY / EXPRESSWAY","N","N","1614","41","1119263","1937333","41.98449969","-87.83674122","P"
"JE229165","5/08/2021 2:44","003XX E 38TH ST","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","212","3","1179336","1879867","41.82564238","-87.61756401","P"
"JE224147","5/08/2021 22:31","068XX S DORCHESTER AVE","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","Y","321","5","1186717","1859977","41.77089081","-87.59111539","P"
"JE228553","5/05/2021 12:00","023XX S SACRAMENTO AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE","DRIVEWAY - RESIDENTIAL","N","Y","1033","12","1156727","1888326","41.84934181","-87.70028237","P"
"JE223764","5/08/2021 15:00","064XX S DR MARTIN LUTHER KING JR DR","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","312","20","1180029","1862357","41.77757754","-87.61555804","P"
"JE223284","5/08/2021 5:26","003XX E 132ND ST","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","RESIDENCE","N","Y","533","9","1180795","1817919","41.65561643","-87.61411078","P"
"JE229106","04/17/2021 02:00:00 AM","008XX N CLARK ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1832","2","1175391","1905886","41.89712958","-87.63125653","P"
"JE223954","5/08/2021 18:23","003XX E 47TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","224","3","1179078","1873928","41.80935117","-87.61869175","P"
"JE224952","5/08/2021 8:00","004XX W WRIGHTWOOD AVE","THEFT","OVER $500","STREET","N","N","1935","43","1172705","1918168","41.93089188","-87.64075746","P"
"JE224181","5/08/2021 23:20","004XX N CITY FRONT PLAZA DR","CRIMINAL DAMAGE","TO PROPERTY","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1834","42","1178044","1903358","41.89013264","-87.62158958","P"
"JE223623","5/08/2021 0:00","037XX W GRENSHAW ST","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK","N","N","1133","24","1151700","1894784","41.86716354","-87.71856247","P"
"JE229691","04/23/2021 12:45:00 PM","020XX W CERMAK RD","THEFT","$500 AND UNDER","CTA BUS","N","N","1234","25","0","0","","","P"
"JE223968","5/08/2021 18:15","070XX S INDIANA AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","322","6","1178811","1858396","41.76673595","-87.62014361","P"
"JE224180","5/08/2021 21:00","0000X N LAVERGNE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1533","28","1143050","1899758","41.88097842","-87.75019413","P"
"JE223205","5/08/2021 1:30","006XX E 79TH ST","ASSAULT","SIMPLE","APARTMENT","N","Y","624","6","1182133","1852775","41.75123511","-87.60814099","P"
"JE224185","5/08/2021 22:30","002XX W 94TH ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","634","21","1176019","1842890","41.72424864","-87.63084132","P"
"JE223602","5/08/2021 13:00","003XX E RANDOLPH ST","CRIMINAL TRESPASS","TO LAND","PARK PROPERTY","N","N","114","42","1178722","1901251","41.88433547","-87.61916409","P"
"JE225624","5/08/2021 19:16","001XX N STATE ST","THEFT","RETAIL THEFT","DEPARTMENT STORE","N","N","111","42","1176352","1900927","41.88350019","-87.6278767","P"
"JE116269","01/18/2021 01:09:00 PM","009XX W 84TH ST","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","613","21","1171625","1849137","41.74148855","-87.64675385","P"
"JE223944","5/08/2021 18:19","004XX N ARMOUR ST","THEFT","$500 AND UNDER","STREET","N","N","1215","27","1166102","1902893","41.88912009","-87.66545907","P"
"JE223714","5/08/2021 13:35","067XX S MAPLEWOOD AVE","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","N","N","832","17","1160532","1859975","41.77146533","-87.68709996","P"
"JE223257","5/08/2021 3:58","069XX S STEWART AVE","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK","N","N","731","6","1174821","1859021","41.76854088","-87.63474983","P"
"JE223888","5/08/2021 16:30","057XX S WENTWORTH AVE","BATTERY","DOMESTIC BATTERY SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","Y","232","20","1175948","1866908","41.79015846","-87.63038252","P"
"JE223463","5/08/2021 10:29","019XX W 95TH ST","PUBLIC PEACE VIOLATION","ARSON THREAT","MEDICAL / DENTAL OFFICE","N","N","2213","19","1164956","1841651","41.72108923","-87.67139973","P"
"JE223613","5/08/2021 8:37","065XX N SHERIDAN RD","THEFT","RETAIL THEFT","DRUG STORE","N","N","2432","49","1167075","1943506","42.00054318","-87.66071547","P"
"JE157949","3/03/2021 13:08","035XX W CHICAGO AVE","NARCOTICS","MANUFACTURE / DELIVER -  HEROIN (WHITE)","VACANT LOT / LAND","Y","N","1121","27","1152687","1905109","41.89547697","-87.71466578","P"
"JE223802","5/08/2021 15:35","003XX S PULASKI RD","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1132","28","1149775","1898304","41.87686043","-87.72553797","P"
"JE162866","3/08/2021 13:38","062XX S LAFLIN ST","NARCOTICS","MANUFACTURE / DELIVER -  HEROIN (WHITE)","SIDEWALK","Y","N","713","16","1167403","1863348","41.78057683","-87.6618166","P"
"JE223554","5/08/2021 1:00","045XX W THOMAS ST","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1111","37","1145930","1906941","41.90063519","-87.73943629","P"
"JE229212","4/01/2021 12:00","065XX S WHIPPLE ST","THEFT","$500 AND UNDER","RESIDENCE","N","N","831","17","1157174","1861211","41.77492567","-87.69937594","P"
"JE224212","5/08/2021 23:44","041XX S ARCHER AVE","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","921","12","1157424","1876871","41.8178938","-87.69803521","P"
"JE190123","4/04/2021 19:00","016XX W LE MOYNE ST","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","1433","2","1165222","1910168","41.90910196","-87.66848373","P"
"JE225140","5/08/2021 22:35","051XX S KEDZIE AVE","ASSAULT","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","923","14","1155915","1870377","41.80010388","-87.70374525","P"
"JE223666","5/08/2021 2:15","026XX W DEVON AVE","BURGLARY","ATTEMPT FORCIBLE ENTRY","SMALL RETAIL STORE","N","N","2413","50","1157384","1942366","41.99761834","-87.69639792","P"
"JE243280","05/24/2021 04:30:00 PM","013XX E HYDE PARK BLVD","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","234","4","1186192","1871460","41.80241351","-87.59267722","P"
"JE223277","5/08/2021 5:15","126XX S UNION AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","523","34","1173951","1821141","41.66461212","-87.63905845","P"
"JE224184","5/08/2021 23:15","006XX N MICHIGAN AVE","BATTERY","SIMPLE","RESTAURANT","Y","N","1834","42","1177327","1904307","41.89275303","-87.6241939","P"
"JE188864","4/04/2021 1:48","054XX S MARSHFIELD AVE","WEAPONS VIOLATION","UNLAWFUL USE - HANDGUN","ALLEY","N","N","932","16","1166269","1868592","41.79499124","-87.66582479","P"
"JE223346","5/08/2021 4:00","013XX N MENARD AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","2531","29","1137437","1908347","41.90465053","-87.77059814","P"
"JE223957","5/08/2021 17:30","076XX S EAST END AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","ALLEY","Y","N","414","8","1188863","1854589","41.75605459","-87.58342126","P"
"JE225648","5/03/2021 7:00","106XX S PRAIRIE AVE","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","APARTMENT","N","N","512","9","1179800","1834426","41.70093681","-87.61724956","P"
"JE224177","5/08/2021 22:43","029XX N WHIPPLE ST","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","1411","33","1155532","1919488","41.93487737","-87.7038291","P"
"JE224100","5/08/2021 21:11","128XX S LOWE AVE","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","STREET","N","N","523","9","1174319","1819843","41.66104205","-87.63775007","P"
"JE223441","5/08/2021 9:28","051XX W CHICAGO AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1531","37","1142036","1904845","41.89495661","-87.75379136","P"
"JE223278","5/08/2021 4:45","005XX W HAWTHORNE PL","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1925","44","1171712","1923052","41.94431572","-87.64426224","P"
"JE224158","5/08/2021 22:17","028XX W 21ST ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1023","12","1157711","1889934","41.85373438","-87.6966272","P"
"JE223562","5/08/2021 12:10","067XX S CLAREMONT AVE","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","APARTMENT","N","Y","832","17","1161893","1859973","41.77143167","-87.68211102","P"
"JE241639","05/24/2021 09:35:00 PM","005XX S OAKLEY BLVD","HOMICIDE","FIRST DEGREE MURDER","STREET","N","N","1225","28","1161150","1897600","41.87469996","-87.68379189","P"
"JE227600","5/08/2021 17:00","010XX W 70TH ST","MOTOR VEHICLE THEFT","AUTOMOBILE","VACANT LOT / LAND","N","N","733","6","1170386","1858396","41.7669235","-87.65102443","P"
"JE224122","5/08/2021 21:30","014XX N KEYSTONE AVE","NARCOTICS","POSSESS - CRACK","STREET","Y","N","2534","26","1149120","1909294","41.90703087","-87.72765811","P"
"JE129299","2/01/2021 14:45","001XX N STATE ST","CRIMINAL TRESPASS","TO LAND","DEPARTMENT STORE","Y","N","111","42","1176352","1900927","41.88350019","-87.6278767","P"
"JE116462","01/18/2021 05:10:00 PM","036XX S HERMITAGE AVE","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","Y","912","12","1165282","1880501","41.82769187","-87.6691066","P"
"JE116413","01/18/2021 03:50:00 PM","074XX S STONY ISLAND AVE","ASSAULT","SIMPLE","OTHER (SPECIFY)","N","N","324","8","1188211","1856047","41.76007104","-87.58576423","P"
"JE115966","01/18/2021 02:30:00 AM","080XX S MANISTEE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","422","7","1195906","1851999","41.74877606","-87.55769629","P"
"JE223768","5/08/2021 14:40","074XX S PRINCETON AVE","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","N","Y","731","6","1175579","1855666","41.75931744","-87.63207166","P"
"JE116569","01/18/2021 06:40:00 PM","044XX N FRANCISCO AVE","ASSAULT","SIMPLE","APARTMENT","N","Y","1724","33","1156250","1929271","41.96170807","-87.70092515","P"
"JE118885","01/18/2021 04:00:00 AM","019XX N ROCKWELL ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1421","1","1158728","1912739","41.91629263","-87.69226913","P"
"JE116676","01/18/2021 08:07:00 PM","083XX S PEORIA ST","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","STREET","Y","N","613","21","1171746","1849586","41.74271801","-87.64629737","P"
"JE116034","01/18/2021 08:10:00 AM","006XX N WELLS ST","CRIMINAL TRESPASS","TO LAND","DRUG STORE","N","N","1831","42","1174613","1904888","41.89440845","-87.63414385","P"
"JE116402","01/18/2021 04:00:00 PM","039XX W 47TH ST","ASSAULT","SIMPLE","DEPARTMENT STORE","N","N","821","14","1150702","1873176","41.80788793","-87.72279015","P"
"JE117070","01/18/2021 01:00:00 PM","042XX W NORTH AVE","CRIMINAL TRESPASS","TO LAND","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2534","26","1148008","1910300","41.9098129","-87.73171707","P"
"JE116918","01/18/2021 11:00:00 AM","016XX N LECLAIRE AVE","ASSAULT","SIMPLE","APARTMENT","N","N","2533","37","1142297","1910608","41.91076609","-87.7526895","P"
"JE115982","01/18/2021 03:56:00 AM","087XX S MAY ST","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","2222","21","1170180","1846888","41.73534849","-87.65211348","P"
"JE116135","01/18/2021 10:23:00 AM","116XX S CHURCH ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","2212","34","1165226","1827258","41.68158672","-87.67081632","P"
"JE117427","01/18/2021 09:30:00 PM","0000X E 87TH ST","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","N","N","632","6","1177980","1847307","41.73632531","-87.62352485","P"
"JE129190","2/01/2021 13:00","057XX S MARSHFIELD AVE","THEFT","$500 AND UNDER","RESIDENCE","N","N","715","16","1166320","1866744","41.78991902","-87.6656904","P"
"JE228746","04/28/2021 05:00:00 PM","061XX S UNIVERSITY AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","314","20","1184829","1864518","41.78339622","-87.59789365","P"
"JE119227","01/18/2021 12:23:00 PM","011XX S JEFFERSON ST","THEFT","RETAIL THEFT","TAVERN / LIQUOR STORE","N","N","124","25","1172494","1895209","41.86789576","-87.64221251","P"
"JE244164","05/24/2021 03:30:00 PM","079XX S EXCHANGE AVE","ROBBERY","STRONG ARM - NO WEAPON","RESTAURANT","N","N","422","7","1197208","1852988","41.75145765","-87.55289252","P"
"JE116351","01/18/2021 06:00:00 AM","061XX S COTTAGE GROVE AVE","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","N","313","20","1182620","1864479","41.78334076","-87.60599371","P"
"JE116709","01/18/2021 11:10:00 PM","026XX W GREGORY ST","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","N","N","2011","40","1157799","1936761","41.9822295","-87.69502496","P"
"JE223367","5/08/2021 0:01","064XX S DR MARTIN LUTHER KING JR DR","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","N","312","20","1180027","1862405","41.7777093","-87.6155639","P"
"JE116072","01/18/2021 09:00:00 AM","105XX S EDBROOKE AVE","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","N","Y","512","9","1179136","1835186","41.70303748","-87.61965781","P"
"JE116062","01/18/2021 08:55:00 AM","075XX S ESSEX AVE","THEFT","$500 AND UNDER","STREET","N","N","421","7","1194175","1855375","41.75808272","-87.56392855","P"
"JD314774","07/30/2020 06:21:00 AM","079XX S LAFLIN ST","MOTOR VEHICLE THEFT","CYCLE, SCOOTER, BIKE WITH VIN","STREET","Y","N","612","21","1167709","1852313","41.75028878","-87.66101097","P"
"JE129483","2/01/2021 12:00","075XX S STONY ISLAND AVE","DECEPTIVE PRACTICE","BOGUS CHECK","CURRENCY EXCHANGE","N","N","411","8","1188116","1855487","41.75853661","-87.58613023","P"
"JE128954","2/01/2021 7:30","080XX S TROY ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","835","18","1156777","1851107","41.74720675","-87.70110353","P"
"JE115958","01/18/2021 02:00:00 AM","065XX S LANGLEY AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","321","20","1182018","1861746","41.77585511","-87.6082853","P"
"JE129801","2/01/2021 23:45","0000X E 8TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","HOTEL / MOTEL","N","Y","123","4","1177276","1896696","41.87186919","-87.62461203","P"
"JE117101","01/18/2021 11:00:00 PM","028XX S WELLS ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","914","11","1175086","1885769","41.84193406","-87.63297956","P"
"JE116345","01/18/2021 02:30:00 PM","015XX E 55TH ST","THEFT","RETAIL THEFT","DRUG STORE","N","N","234","5","1187488","1868839","41.79519055","-87.58800765","P"
"JE116571","01/18/2021 06:48:00 PM","010XX W 77TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","612","17","1170884","1853765","41.75420459","-87.64933404","P"
"JE117065","01/18/2021 11:00:00 PM","017XX W 21ST ST","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","N","N","1234","25","1165180","1890124","41.85410051","-87.66920782","P"
"JE117113","01/18/2021 09:00:00 PM","081XX S DR MARTIN LUTHER KING JR DR","CRIMINAL DAMAGE","TO VEHICLE","APARTMENT","N","N","631","6","1180317","1851083","41.74663388","-87.61484745","P"
"JE130724","2/01/2021 22:15","045XX S SACRAMENTO AVE","ASSAULT","SIMPLE","RESIDENCE","N","N","922","15","1157126","1874441","41.81123161","-87.69919415","P"
"JE224410","5/08/2021 19:00","034XX S LEAVITT ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","912","12","1162252","1881755","41.83119673","-87.68018832","P"
"JE129421","2/01/2021 14:50","068XX S KEELER AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","833","13","1149550","1858887","41.76869906","-87.7273848","P"
"JE189310","4/04/2021 4:30","018XX W 45TH ST","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","924","15","1164646","1874844","41.8121819","-87.67159984","P"
"JE224513","5/08/2021 19:00","033XX S PRAIRIE AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","211","3","1178480","1882992","41.83423715","-87.62060932","P"
"JE118362","01/18/2021 03:00:00 PM","031XX N HALSTED ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","N","N","1934","44","1170369","1921269","41.93945261","-87.64925079","P"
"JE129219","2/01/2021 13:20","038XX S WABASH AVE","ASSAULT","SIMPLE","ALLEY","N","N","213","3","1177359","1879579","41.82489705","-87.62482579","P"
"JE118361","01/18/2021 06:00:00 PM","004XX W FULLERTON PKWY","THEFT","FROM BUILDING","APARTMENT","N","N","1814","43","1173075","1916244","41.92560413","-87.63945502","P"
"JE116220","01/18/2021 12:10:00 PM","004XX N WABASH AVE","PUBLIC PEACE VIOLATION","BOMB THREAT","RESIDENCE","N","N","1834","42","1176592","1902931","41.88899385","-87.62693483","P"
"JE116342","01/18/2021 02:30:00 PM","045XX N MARINE DR","CRIMINAL TRESPASS","TO VEHICLE","STREET","N","N","1914","46","1170554","1930312","41.96426287","-87.64830521","P"
"JE116120","01/18/2021 10:07:00 AM","052XX W CONGRESS PKWY","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1522","29","1141459","1897179","41.87393083","-87.75609994","P"
"JE116043","01/18/2021 08:10:00 AM","052XX N SHERIDAN RD","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","2023","48","1168697","1934885","41.97685185","-87.65499969","P"
"JE116246","01/18/2021 12:00:00 AM","066XX S DREXEL AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","321","5","1183365","1861275","41.77453137","-87.60336203","P"
"JE116115","01/18/2021 09:30:00 AM","089XX S PHILLIPS AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","423","7","1194054","1846115","41.73267548","-87.56467514","P"
"JE116582","01/18/2021 07:12:00 PM","002XX N PULASKI RD","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","Y","N","1114","28","1149691","1901060","41.88442483","-87.72577475","P"
"JE116013","01/18/2021 03:45:00 AM","016XX W 87TH ST","THEFT","$500 AND UNDER","CHA PARKING LOT / GROUNDS","N","N","614","21","1166941","1847019","41.73577772","-87.66397617","P"
"JE116275","01/18/2021 12:30:00 PM","006XX E 32ND ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","211","4","1180911","1883686","41.83608584","-87.61166809","P"
"JE119209","01/18/2021 05:30:00 PM","0000X N WELLS ST","THEFT","RETAIL THEFT","GROCERY FOOD STORE","N","N","122","42","1174726","1900671","41.88283423","-87.63385509","P"
"JE116046","01/18/2021 02:00:00 AM","121XX S LA SALLE ST","THEFT","$500 AND UNDER","STREET","N","N","523","9","1177456","1824512","41.67378448","-87.62613042","P"
"JE117778","01/18/2021 10:00:00 PM","060XX S SACRAMENTO AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","823","16","1157414","1864538","41.78405059","-87.69840608","P"
"JE116167","01/18/2021 10:45:00 AM","052XX S LAKE PARK AVE","ASSAULT","SIMPLE","ATHLETIC CLUB","N","N","234","4","1187625","1870835","41.80066446","-87.58744177","P"
"JE116663","01/18/2021 09:50:00 PM","006XX W ROOSEVELT RD","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","STREET","Y","N","124","25","1172049","1894951","41.86719761","-87.64385378","P"
"JE116271","01/18/2021 12:21:00 PM","049XX W CORTEZ ST","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","Y","1531","37","1143193","1906531","41.89956166","-87.74949982","P"
"JE130025","2/01/2021 21:50","011XX E 73RD ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","324","5","1184969","1856838","41.76231832","-87.59762124","P"
"JE129423","2/01/2021 16:25","008XX N TRUMBULL AVE","ASSAULT","SIMPLE","ALLEY","N","N","1121","27","1153226","1905394","41.89624835","-87.71267858","P"
"JE115930","01/18/2021 01:01:00 AM","038XX W 63RD ST","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","823","23","1151875","1862555","41.77871937","-87.71876632","P"
"JE116098","01/18/2021 09:51:00 AM","091XX S EGGLESTON AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","2223","21","1174894","1844256","41.72802225","-87.63492155","P"
